SMILES,KELAS
CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,1
C=CC#N.C=CCl,1
CC(CN(CCN(CC(C)OCCO)CC(C)OCCO)CC(C)OCCO)OCCO,1
CCCN(CCC)C1=CC=C(C=C1)C=C(C#N)C(=O)NCC(C)CO.CCCN(CCC)C1=CC2=C(C=C1)C=C(C=C2)C=C(C#N)S(=O)(=O)NCC(C)CO.CCN(CC)C1=CC=C(C=C1)C=C(C#N)C(=O)NCC(C)CO.CCN(CC)C1=CC2=C(C=C1)C=C(C=C2)C=C(C#N)S(=O)(=O)NCC(C)CO.CC(CNC(=O)C(=CC1=CC=C(C=C1)N(C)C)C#N)CO.CC(CNS(=O)(=O)C(=CC1=CC2=C(C=C1)C=C(C=C2)NCCN3CCOCC3)C#N)CO.CC(CNS(=O)(=O)C(=CC1=CC2=C(C=C1)C=C(C=C2)N3CCCCC3)C#N)CO.CC(CNS(=O)(=O)C(=CC1=CC2=C(C=C1)C=C(C=C2)N3CCN(CC3)C)C#N)CO.CC(CNS(=O)(=O)C(=CC1=CC2=C(C=C1)C=C(C=C2)N3CCOCC3)C#N)CO,1
[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb].[Tb],1
CCCCCCCCNC(=O)C(=CC1=CN(C2=CC=CC=C21)CCCN(C)C)C#N,1
C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,1
CC(C)OC(=O)C(=C)C#N,1
CC1=CC=C(C=C1)COC2=CC=C(C=C2)CO,1
C=CC1=CC=CC=C1I,1
CC(C)(C)OC(=O)NC(CC1=CC=C(C=C1)Br)CC(=O)O,1
CC(C)CCOC(=O)C(=C)C#N,1
C=C.C(=C(F)F)(F)F,1
CC(C)CCCOC(=O)C(=C)C#N,1
CNC(=O)OCC(=C)COC(=O)NC.C=CN1CCCC1=O,1
CCCCCCCCCCCCCCCCCCN(CCCN(CCO)CCO)CCO.F.F.F[Sn]F,1
C[N+](C)(C)CC1=CC=C(C=C1)C=C.[Cl-],1
OP(=O)([O-])[O-].OP(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Mg+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Fe+2],1
CC[N+]1=CC=C(C=C1)C=C.[Br-],1
CCCCCCCCC=CCCCCCCCCOCCOCCOCCOP(=O)(O)O,1
CCOC(=O)C=C.CC(=C)C(=O)OC.CC(=C)C(=O)OCC[N+](C)(C)C.[Cl-],1
CCCCC[N+](C)(C)CC[NH+](C)C.[Br-].[Br-],1
CCCCCCCCCCCCCCCCC(C)COC(=O)C=C,1
CC(=C)C(=O)O.COC(=O)C=C,1
COC(CNC(=O)C=C)OC,1
CC(=C)C(=O)OCCOC(=O)C(=C)C.CC(=C)C(=O)OCC1CO1,1
C1C2C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(CSS1)C(=O)NC(C(=O)NC(CSCC(=O)NC(C(=O)N2)CCCCNC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCNC(=O)CON=CC3=CC=C(C=C3)F)C(=O)NCCOCCOCCOCCNC(=O)COCC(=O)N)CC4=CC=CC=C4)CC(=O)O)CCCN=C(N)N,1
O[Si](O)(O)O[Si](O)(O)O.[Mg+2].[Ca+2].[Ca+2],1
CCCC(=O)C.CCC(=O)C,1
CC(=C)C(=O)OCCO.C(CC=O)CC=O,1
CC(CO)C(C(C(C(=O)NCC1=CC=C(C=C1)C=C)O)O)OC2C(C(C(C(O2)CO)O)O)O,1
CC(=O)OC=C.C1=CC=C(C(=C1)C(=O)O)C(=O)O,1
CC1=CC(=C(C(=C1)C2=CC=CC=C2)OC)C3=CC=CC=C3,1
C1=C(N(C(=C1)[N+](=O)[O-])CCO)C(=O)N,1
C=CC(=O)NC1=CC(=C(C=C1)O)C(=O)O,1
C1=COC(=O)C(=C1)I,1
CC(=C)C(=O)OC.CC(=C)C(=O)OCCOC(=O)C1=CC2=C(C=C1)C(=O)OC2=O,1
C1C2C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(CSS1)C(=O)NC(C(=O)NC(CSCC(=O)NC(C(=O)N2)CCCCNC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCNC(=O)CON=CC3=CC=C(C=C3)F)C(=O)NCCOCCOCCOCCNC(=O)COCC(=O)N)CC4=CC=CC=C4)CC(=O)O)CCCN=C(N)N,1
C1CC2C3C(C1S2)O3,1
[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[Na+].[Na+].[Si].P.P.[Ca+2],1
[F-].[F-].[F-].[F-].[F-].[F-].[Na+].[Na+].[Sn+4],1
[O-]P1(=O)OP(=O)(OP(=O)(O1)[O-])[O-].[O-]P1(=O)OP(=O)(OP(=O)(O1)[O-])[O-].[Ca+2].[Ca+2].[Ca+2],1
CC1CCN(CCN1CC2=CC=CC=C2)C(=O)C3CC4CCCC(C3)C4N.Cl.Cl,1
C(CN)C(C(=O)NCCC(C(O)[O-])N)N,1
[NH4+].[NH4+].[O-]P(=O)([O-])F,1
C=CC(=O)O[Al](OC(=O)C=C)OC(=O)C=C,1
OP(=O)(O)O.[F-].[Na+],1
CCCCCCCCCCCCCCOCC(C)OCC(C)OC(=O)CC,1
COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,1
CC(=C)C(=O)O.CC(=C)C(=O)OCCO,1
CCN(CC)CCOC(=O)C1=CC=C(C=C1)NC(=O)C=C,1
CC(C)(C)CC(C)(C)C1CCC(CC1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,1
CC(C)(C)C1=C(C=C2C(=N1)NC(=S)NC2=O)C3=CC=C(C=C3)Cl,1
CC1=C(C2=C(C3=C1OC4=C(C3C5=CC=CC=C5)C(=O)C(C(=O)C4(C)C)(C)C)OC(CC2=O)C6=CC=CC=C6)O,1
CC(=C)C(=O)O.C=CC(=O)N,1
C=CC(=O)O.C=CN1CCCC1=O,1
CC=CC1=CC(=C(C(=C1)OC)OC(C)C(C2=CC(=C(C(=C2)OC)OC)OC)O)OC,1
[Al].[Ti].[V],1
CC=CC1=CC(=C(C=C1)OC)S(=O)(=O)O,1
CCN(CC)CCC1=CC=C(C=C1)C=C,1
[O-]P(=O)=O.[O-]P(=O)=O.[O-]P(=O)=O.[O-]P(=O)=O.[O-]P(=O)=O.[O-]P(=O)=O.[Mg+2].[Mg+2].[Mg+2],1
CCC=C.O=S=O,1
CC(=C)C(=O)OC.CC(=C)C(=O)OCCN(C)C,1
CC(=C)C(=O)OC.C=CN1CCCC1=O,1
C=CN1CCCC1=O.C=CO,1
C1CC1C(C2=CC=CC=C2)NC(=O)C(=CC3=NC(=CC=C3)Br)C#N,1
COC1=C(C=CC(=C1)C2C(C3=CC(=C(C=C3O2)OC)O)CO)CCCO,1
CC1=NN(C(=O)N1CC2CO2)CC3CO3,1
CC(C1C(C(=O)NC1=O)CCC(C(CCC(CC(=O)[O-])C(=O)N)C(=O)[O-])C(=O)N)C2=CC=CC=C2.[NH4+].[NH4+],1
C=CC(=O)O.[Na],1
C[N+](C)(CC=CC[N+](CCO)(CCO)CCO)CC=CC[N+](CCO)(CCO)CCO.[Cl-],1
C(C(C(C(C(C=O)O)O)O)O)O.C(C(C(C(C(=O)CO)O)O)O)O,1
CCC.[La].[Ce].[Nd],1
COCCOC(=O)NCCNC(=O)CCN1C(=O)CC(C1=O)SCCCNC(CCSC)C(=O)O,1
[CH]C1=C(C(=CC=C1)O[CH])O,1
COC1=C(C=CC(=C1)C2C(C3=CC(=C(C=C3O2)OC)O)CO)CCCO,1
CCOC(=O)C=C.C=CC1=CC=CC=C1,1
CCCCOC(=O)C(=C)C.C=CN1CCCC1=O,1
CC(CO)O.C(CO)O,1
O.O=[Zr]=O,1
C1C(O1)CCl.C(C(CO)O)O,1
CC(C)C1C(=O)NC(=CC2=CN=C(N2)CC=C(C)C)C(=O)N1.CC(C)C1C(=O)NC(=CC2=C(NC=N2)C(C)(C)C=C)C(=O)N1.CC(C)(C)C1=C(N=CO1)C=C2C(=O)NC(C(=O)N2)CC3=CC=CC=C3.CC(C)(C=C)C1=C(N=CN1)C=C2C(=O)NC(C(=O)N2)CC3=CC=CC=C3,1
CC1CC2=C(C(C1C)C=CC3=NC=C(C=C3)C4=CC=CC=C4C#N)N=CC2.CC1CC2=C(C=NC2)C(C1C)C=CC3=NC=C(C=C3)C4=CC=CC=C4C#N.CC1CC2=C(C(C1C)C=CC3=NC=C(C=C3)C4=CC=CC=C4C#N)NC=C2.CC1CC2=C(C(C1C)C=CC3=NC=C(C=C3)C4=CC=CC=C4C#N)SC=C2.CC1CC2=CSC=C2C(C1C)C=CC3=NC=C(C=C3)C4=CC=CC=C4C#N.CC1CC2=C(C(C1C)C=CC3=NC=C(C=C3)C4=CC=CC=C4C#N)NN=C2.CC1CC2=C(C(C1C)C=CC3=NC=C(C=C3)C4=CC=CC=C4C#N)OC=N2.CC1CC2=C(C=CS2)C(C1C)C=CC3=NC=C(C=C3)C4=CC=CC=C4C#N,1
CC(C(F)(F)F)OC(=O)C(=C)C#N,1
CCN(CC)CC(=O)NC1=C(C=C(C=C1C)C)C.CC1=CC(=O)NC(=O)N1.C1=CC=C2C(=C1)N(C(=C([N+]2=O)CO)CO)[O-],1
CCCCCOC(=O)NC1CCC(CC1)CC2CCC(CC2)NC(=O)OCCCCOC(=O)NC3CCC(CC3)CC4CCC(CC4)NC(=O)OCCCC,1
C=CC(=O)O.C=CO,1
CCC1=CC=CC=C1CCC(C)C2=CC=C(C=C2)C[N+](C)(C)C.[Cl-],1
C=CC1=CC=CC=C1.C=CC1=CC=CC=C1C=C.C=CC(C1=CC=CC=C1)Cl,1
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,1
CCCCCCC(CCCCCCCCCCC(=O)OCCO)O,1
C(=O)(O)[O-].C(=O)(O)[O-].[F-].[Na+].[Ca+2],1
CC(C)(C)[Si](C)(C)OC1=CC=C(C=C1)C=C,1
CCCCCCOC(=O)COC(=O)C(=C)C#N,1
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC.CCO.CCOC(=O)C(=C)C,1
[Ti].[Ti].[Ti].[Ti].[Ti].[Ti].[Ti].[Ti].[Ti].[Ti].[Ti].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni].[Ni],1
CC1=C(C(=CC=C1)C)O.C=CC1=CC=CC=C1,1
CCCCO.C=CC1=CC=CC=C1.C(=CC(=O)O)C(=O)O,1
CCCCCCOC(=O)C(=C)C#N,1
C1CCC(=O)OCC1.C1C(=O)OCC(=O)O1,1
CC1CO1.C1CO1.II,1
C(I)(I)I.[OH-].[OH-].[Ca+2],1
C=CN1CCCC1=O.OO.II,1
C1COC(=O)OC1.C1C(=O)OCC(=O)O1,1
C1CC(N(C1)C(=O)CN)C(=O)N2CCCC2C(=O)O,1
CC(=C)C(=O)OCCOC1C(C(C(C(O1)CO)O)O)O,1
CC1(OCC(O1)COC(=O)C(=C)C#N)C,1
COC(=O)C(=C)N=C=O,1
CC(=C)C(=O)OCCOCCOCCOC(=O)C(=C)C.CC(=C)C(=O)OCC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)OCC(COC(=O)C(=C)C)O)O,1
CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.CN1C=NC2=C1C(=O)N(C(=O)N2C)C.C=CN1CCCC1=O,1
CCCCCCOC(=O)C(=C)C.CCOC(=O)C(=C)C.CC(=C)C(=O)OCCOCCOCCOC(=O)C(=C)C,1
C=CN1C=NC2=CN=CN=C21,1
[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Si+4].[Zn+2],1
CC(=C)C(=O)O.CC(=C)C(=O)O.CN(C)C,1
C=CC1=CC=[N+](C=C1)CC2=CC=CC=C2.[Br-],1
CC(=C)C(=O)OCO,1
C1=CC=C(C(=C1)C(=O)O)C(=O)OCC2C(C(C(C(O2)O)O)O)O,1
CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,1
C[Si](C)(C)CCCNCC#C,1
C(C(C(F)(F)F)(O)F)(F)F,1
CC(=C)C(=O)OC.CC(=C)C(=O)OCC=C.C=CN1CCCC1=O,1
C[N+](C)(C)C1=CC=C(C=C1)C=C.C=CC1=CC=CC=C1.C=CC1=CC=C(C=C1)C=C.[Cl-],1
CCOC(=O)N.C=CC(=O)O,1
CC(CC(CCC1=CC=C(C=C1)CCl)C2=CC=C(C=C2)CCl)C3=CC=C(C=C3)CCl,1
C[N+]1=CC=CC=C1C=C.[Br-],1
CCOC(=O)C(=C)C.CC(=C)C(=O)OCCO,1
COCCOC1=NC(=NC=N1)OCCOC,1
C[Si](C)(CCN1CCCCC1)C2=CC=CC=C2,1
CC(C)NC(=O)C=C.CC(=C)C(=O)O,1
CC(=C)C(=O)OCCN(C)C.COS(=O)(=O)OC.C=CN1CCCC1=O,1
C1CN=C(C2=C(N1)C(=O)N(C2=S)C3=CC=C(C=C3)Cl)C4=CC5=CC=CC=C5C=C4,1
CCCCCCCCC=CCCCCCCCC(=O)OC1COC(C1OC(=O)CCCCCCCC=CCCCCCCCC)C(CO)OC(=O)CCCCCCCC=CCCCCCCCC.C(CO)O,1
CCCCCCCCOOOOC=C,1
CC1CCC(CC1C2=CC=C(C=C2)OCCO)C(C)C,1
COCCOS(=O)(=O)CC(F)(F)F,1
CC(C(=O)O)O.C(C(=O)O)O,1
CC(=C)C(=O)OCCOP1(=NP(=NP(=N1)(OCCOC(=O)C(=C)C)OCCOC(=O)C(=C)C)(OCCOC(=O)C(=C)C)OCCOC(=O)C(=C)C)OCCOC(=O)C(=C)C,1
CC(CO)O.C(C(CO)(CO)CO)O,1
CC(C(=O)O)N.C(CC(C(=O)O)N)CN=C(N)N.C(CC(=O)O)C(C(=O)O)N,1
CC(C(=O)O)O.C(C(=O)O)N,1
CC(C(=O)NC(CCC(=O)O)C(=O)NCC(=O)O)NC(=O)C(CC1=CC=CC=C1)N,1
CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)OCC(COC3=CC=C(C=C3)C(C)(C)C4=CC=C(C=C4)OCC(COC5=CC=C(C=C5)C(C)(C)C6=CC=C(C=C6)OCC(CO)O)O)O,1
CC1=CC=C(C=C1)N(CC(COC(=O)C(=C)C)O)CC(=O)[O-].CC(=C)C(=O)OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)OC(=O)C(=C)C.[Na+],1
C=CC1=CC=C(O1)C=O,1
CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O.C=CN1CCCC1=O,1
C[N+]12CCCCC1CC2.[I-],1
C(CC(C(=O)O)N)CN=C(N)N.C(C(C(=O)O)N)O,1
C=C(F)F.C(=C(F)F)F,1
CC1=CC(=CC(=C1C(=O)OC(C)CC2=C(C(=CC(=C2)O)O)C(=O)OC(C)CC3=C(C(=CC(=C3)O)O)C(=O)OC(C)CC4=C(C(=CC(=C4)O)O)C(=O)O)O)O,1
[Ti].[Ni],1
CC(=C)CS(=O)(=O)O.C=CC#N,1
CCOC(=O)N.CC(=C)C(=O)O.CC(=C)C(=O)O.CC(=C)C(=O)O.CC(=C)C(=O)O,1
CCOC(=O)C(=C)C.CC(=C)C(=O)OC.COC(=O)C=C,1
CC(C)CCCCCCCCCCCCCCCOC(=O)C(=C)C#N,1
CCN(CC)CCNC(=O)C1=CC=C(C=C1)NC(=O)C=C,1
CC1C(=O)OC(C(=O)O1)C.C1CCC(=O)OCC1,1
CCOC(=O)C(=C)C.CC(=C)C(=O)O.CC(=C)C(=O)OCCO,1
CC1(COC(=O)OC1)C.C1COC(=O)OC1,1
C1CCC(=O)OCC1.C1CCOC(=O)C1,1
CC(=C)C(=O)OCCOOOOC(=O)C(=C)C,1
C=CC1=CC=CC=C1.C=CC1=CC=CC=C1O,1
C[NH+](C)CCOC1=CC2=C(C=C1)OCCO2.[Cl-],1
C=O.C1=CC(=CC=C1O)O,1
C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O.OP(=O)(O)O,1
CC(=C)C(=O)OC.CC(=C)C(=O)OCCCCOC(=O)C(=C)C,1
C=CCOCC(COCC=C)(COCC=C)COCC=C.C=CC(=O)O,1
C=CN.C=CN1CCCC1=O,1
C1=CC(=C(C=C1N=[N+]=[N-])[N+](=O)[O-])OCOCCO,1
CC(=C)C(=O)O.C=CC1=CC=CC=C1.C(=CC(=O)O)C(=O)O,1
CC(C)CCCCCCCCCCCCCCC(=O)O.CC(C)O.CC(=C)C(=O)O.CC(=C)C(=O)O.[Ti],1
CC=CC1=CC=C(C=C1)OC.[O-]S(=O)[O-].[Na+],1
CC(=C)C(=O)O.CC(=C)C(=O)OCCO.C=CN1CCCC1=O,1
CC1C(=O)OC(C(=O)O1)C.C(CO)O,1
CC1CO1.C1CO1.C1=CC=C(C=C1)C(=O)O,1
CCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC.CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O.C=O.C1CO1,1
CC(C(=O)O)N.C(C(=O)O)N,1
C=CC(=O)NC1=CC(=C(C=C1)C(=O)O)O,1
CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)CCC(=O)OCCOC)OC(=O)CCCCCCCC=CCCCCCCCC,1
C=COP(=O)(CC1=CC=CC=C1)O,1
COCCOC(=O)NCCNC(=O)CCN1C(=O)CC(C1=O)SCCCNC(CCSC)C(=O)O,1
CCCC[Si](C)(C)O[Si](C)(C)CCCOC(=O)C(=C)C.CC(=C)C(=O)OCCO.CC(=C)C(=O)OCCOC(=O)C(=C)C.CC(=C)C(=O)OCC(COCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)O.CN(C)C(=O)C=C.C=CN1CCCC1=O,1
C[Si](C)(C)O[Si](CCCNC(=O)OC=C)(O[Si](C)(C)C)O[Si](C)(C)C.C[Si](C)(CCCCOC(=O)OC=C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)CCCCOC(=O)OC=C.C=CN1CCCC1=O.C=COC(=O)NCCC(=O)O,1
C#CC=CCCCCCCC=CC#CCCCC#CC#CC(CO)O,1
C=CCN.C=CCNCCCNCC=C.C(CCl)Cl,1
[O-][Si]([O-])([O-])[O-].[Ca+2].[Ca+2],1
CC1CCC(CC1C2=CC=C(C=C2)O)C(C)C,1
CC(=C)CC(=O)C.C1=CC(=O)OC1=O,1
C1=CC(=CC=C1CC(C(=O)O)N)O.C(CCN)CC(C(=O)O)N,1
CC(=C)C(=O)OCCN(C)C.C=CC#N,1
CC(C(=O)O)N.C(CCN)CC(C(=O)O)N.C(CC(=O)O)C(C(=O)O)N,1
C1=C(NC=N1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)NCC(=O)O)N,1
C=CC(=O)N.C=CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)O)O,1
CC(C(=O)NCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC1=CC=CC=C1)N,1
C1=CC(=CC=C1CC(C(=O)O)N)O.C(CCN)CC(C(=O)O)N.C(CC(=O)O)C(C(=O)O)N,1
CC(C(=O)O)N.C1=CC(=CC=C1CC(C(=O)O)N)O.C(CC(=O)O)C(C(=O)O)N,1
CC(=C)C(=O)OCCOC(=O)C1=CC=CC=C1OC(=O)C,1
[Cu].[Cu].[Zn].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn],1
C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)OP(=O)(O)OC3=CC=C(C=C3)CCC(=O)C4=C(C=C(C=C4O)O)O,1
[Cu].[Cu].[Cu].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn],1
CCCCCCCCCCCCNCCNCCNCC(=O)O.C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C(C(C(C(C(C(=O)O)O)O)O)O)O.C(C(C(C(C(C(=O)O)O)O)O)O)O.[F-].[Na+],1
[Pd].[Pd].[Pd].[Pd].[In].[Au].[Au].[Au].[Au].[Au],1
[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[In].[In].[In].[In].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn],1
[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn],1
[B].[Si].[Cr].[Ni].[Mo],1
[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Cu].[Zn].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Ag].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn].[Sn],1
[Li+].[Li+].[O-][Si](=O)O[Si](=O)[O-],1
